,Machine.Number.x,AnalysisUnit,Match_ID,Class,Order,Family,Genus,Species,IDConfidence,MNI,NISP,Context,Modification,Type,Original.Bib,Taxon.Bib,Comment.x,FaunalSeq,LocSeq.x,Machine.Number.y,Analysis.unit,SiteName,AlternateName,State.prov,County,Site.Number,CodedBy,DateCoded,CodingUpdate,Comment.y,Precision,Quadrangle,QuadSize,Township,Latitude,Longitude,Altitude,Repository,Bibnum,LATDD,LONGDD,RecoveryMethod,DepositionalSystem,DepositionalEnvironment,Facies,Mixing,Group,Formation,Member,Arch.Period,Arch.Epoch,Arch.Age,Arch.Land.Mammal.Age,Arch.Bibnum,Period,Epoch,Age,NALMA,Oxgen.isotope,Magnetochron,RepennMicrotineBioStrat,BellMicirotineBioStrata,MinimumAge,MinimumAge(Years),,MinimunAgeMethod,MaximumAge,MaximunAgeMethod,Millennium,SiteType,Agent,Cultural.Age,Bone.modification,LocSeq.y,DB
393,"2,800.00",Stratum 9E,2800_Stratum 9E,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,1,1,NA, ,NA,NA,NA, ,0,0,2800,Stratum 9E,Modoc Rock Shelter,,IL,RANDOLPH,11RA501,MAG,1/25/93 0:00,,,E,PRAIRIE DU ROCHER,7.5,NA,38.345,-90.0351,,ISM,NA,38.05,-90.05,FINE,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00473,4730,mid-Holocene,14CG,0.00489,14CG,NA,CULT,HH,Late Archaic,HB,0,f
21,63,Unit V,63_Unit V,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,1,NA, ,NA,NA,NA, ,0,0,63,Unit V,Cheek Bend Cave,,TN,MAURY,40MU261,MAG,2/4/91 0:00,,,QA,GLENDALE,7.5,NA,35.3,-86.52,,UT,NA,35.5,-86.86666667,,CV,RS,,N,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.005,5000,mid-Holocene,BIOS,0.008,BIOS,NA,PALEO,,,,0,f
219,"1,564.00",Assemblage,1564_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,4,NA, ,NA,NA,NA, ,0,0,1564,Assemblage,Dixie Lime Cave #1,,FL,MARION,,MKR,6/10/92 0:00,,,QA,OCALA EAST,7.5,NA,29.7,-82,,FSM,NA,29.11666667,-82,SASC,CV,HZ,BD,P,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,EMHO,HOLO,1,BRUN,,NA,0.005,5000,mid-Holocene,CULT,0.009,CULT,NA,CULT,"HH, NA, CD",Preceramic Archaic,,0,f
309,"2,220.00",Assemblage,2220_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2220,Assemblage,Twombly Landing,,NJ,BERGEN,,MKM,8/27/92 0:00,2/21/02 0:00,,QP,HACKENSACK,7.5,NA,40.58,-73.55,28.5,BRAUCLIFF COLL,NA,40.96666667,-73.91666667,,AN,,MN,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.005,5000,mid-Holocene,CULT,0.008,CULT,NA,CULT,HH,,,0,f
375,"2,701.00",5000-8500 BP,2701_5000-8500 BP,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2701,5000-8500 BP,Koster,,IL,GREENE,,MAG,1/18/93 0:00,,,QP,HARDIN,7.5,NA,39.1232,-90.3311,,,NA,39.2,-90.55,,AN,,MD,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.005,5000,mid-Holocene,,0.0085,,NA,CULT,"HH, HB",,,0,f
108,723,Lower Zone,723_Lower Zone,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,723,Lower Zone,Centipede Cave,,TX,VAL VERDE,41VV190,MAG,12/12/91 0:00,,E.L.L. to send updated faunal list,E,SHUMLA,7.5,NA,29.45,-101.27,,TMM,NA,29.75,-101.45,CRSE,CV,RS,MN,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00508,5080,mid-Holocene,14CG,0.00653,14CG,NA,CULT,HH,,,0,f
415,"3,471.00",Assemblage,3471_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,3471,Assemblage,Scarborough Bluffs,,ON,,AkGt-VP,BW,11/9/00 0:00,4/24/01 0:00,"In Toronto area, In RD merge into one Fauna",E,30 M\11,,NA,43.43,-79.15,,ROM,NA,43.71666667,-79.25,,LC,,AL,,,,,NA,NA,MHOL,NA,NA,QUAT,LPLE,MHOL,HOLO,,,,NA,0.00514,5140,mid-Holocene,14CU,0.00562,14CU,NA,PALEO,,,,0,f
352,"2,576.00",Horizon 5,2576_Horizon 5,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2576,Horizon 5,Rodgers Shelter,,MO,BENTON,23BE125,MAG,11/21/92 0:00,3/4/02 0:00,MNI/NISP available but not entered at this time.,E,FRISTOE,15,NA,38.52,-93.21,,ISM,NA,38.08333333,-93.35,TOTL,CV,RS,AL,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.0052,5200,mid-Holocene,CULT,0.0067,CULT,NA,CULT,HH,Middle Archaic,BN,0,f
358,"2,586.00",Layer F,2586_Layer F,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,3,NA, ,NA,NA,NA, ,0,0,2586,Layer F,Russell Cave,,AL,JACKSON,,MAG,12/8/92 0:00,,,QP,DORAN COVE,7.5,NA,34.52,-85.45,187,RUSSELL CAVE NTL MON,NA,34.86666667,-85.75,CRSE,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00549,5490,mid-Holocene,14CG,0.00677,14CG,NA,CULT,"HH, HB",Middle Archaic,BT,0,f
394,"2,800.00",Stratum A,2800_Stratum A,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,NA,1,NA, ,NA,NA,NA, ,0,0,2800,Stratum A,Modoc Rock Shelter,,IL,RANDOLPH,11RA501,MAG,1/25/93 0:00,,,E,PRAIRIE DU ROCHER,7.5,NA,38.345,-90.0351,,ISM,NA,38.05,-90.05,CRSE,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.0056,5600,mid-Holocene,14CG,0.0056,14CG,NA,CULT,HH,Late Middle Archaic,HB,0,f
135,935,Assemblage,935_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,18,131,NA, ,NA,NA,NA, ,0,0,935,Assemblage,Anderson,,TN,WILLIAMSON,40WM9,MKM,7/9/92 0:00,,,QA,LEIPER'S FORK,7.5,NA,35.52,-86.52,,TN DIV ARCH,NA,35.86666667,-86.86666667,CRSE,FL,,TE,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00568,5680,mid-Holocene,14CG,0.00672,14CG,NA,CULT,HH,Middle Archaic; Archaic,BT,0,f
126,857,Stratum III,857_Stratum III,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,6,NA, ,NA,NA,NA, ,0,0,857,Stratum III,Sylvan Lake Rockshelter,,NY,DUTCHESS,CLO2,MKM,6/22/92 0:00,,,QA,VERBANK,7.5,NA,41.37,-73.37,,NYSM,NA,41.61666667,-73.61666667,,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00598,5980,mid-Holocene,14CG,0.00598,14CG,NA,CULT,HH,,,0,f
391,"2,800.00",Stratum 3,2800_Stratum 3,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2800,Stratum 3,Modoc Rock Shelter,,IL,RANDOLPH,11RA501,MAG,1/25/93 0:00,,,E,PRAIRIE DU ROCHER,7.5,NA,38.345,-90.0351,,ISM,NA,38.05,-90.05,CRSE,CV,RS,,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00614,6140,mid-Holocene,14CG,0.00623,14CG,NA,CULT,HH,Middle Middle Archaic,HB,0,f
62,164,Analysis Unit 6,164_Analysis Unit 6,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,4,7,NA,BN,NA,NA,NA, ,0,0,164,Analysis Unit 6,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,,CV,RS,MN,N,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00616,6160,mid-Holocene,14CG,0.00675,14CG,NA,CULT,HH,Early Archaic,"BN, SM",0,f
353,"2,576.00",Horizon 6,2576_Horizon 6,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2576,Horizon 6,Rodgers Shelter,,MO,BENTON,23BE125,MAG,11/21/92 0:00,3/4/02 0:00,MNI/NISP available but not entered at this time.,E,FRISTOE,15,NA,38.52,-93.21,,ISM,NA,38.08333333,-93.35,TOTL,CV,RS,AL,,,,,NA,NA,MHOL,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.0067,6700,mid-Holocene,CULT,0.0075,CULT,NA,CULT,HH,Middle Archaic,BN,0,f
63,164,Analysis Unit 7,164_Analysis Unit 7,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,5,19,NA,BN,NA,NA,NA, ,0,0,164,Analysis Unit 7,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,,CV,RS,OD,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,EMHO,HOLO,1,BRUN,,NA,0.00675,6750,mid-Holocene,14CG,0.00912,14CG,NA,CULT,HH,Early Archaic,"BN, SM",0,f
64,164,Analysis Unit 7-8,164_Analysis Unit 7-8,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,2,NA, ,NA,NA,NA, ,0,0,164,Analysis Unit 7-8,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,,CV,RS,,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,EMHO,HOLO,1,BRUN,,NA,0.00675,6750,mid-Holocene,14CG,0.01,CULT,NA,CULT,HH,Early Archaic; Paleoindian,"BN, SM",0,f
359,"2,586.00",Layer G,2586_Layer G,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,9,NA, ,NA,NA,NA, ,0,0,2586,Layer G,Russell Cave,,AL,JACKSON,,MAG,12/8/92 0:00,,,QP,DORAN COVE,7.5,NA,34.52,-85.45,187,RUSSELL CAVE NTL MON,NA,34.86666667,-85.75,CRSE,CV,RS,,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.00677,6770,mid-Holocene,14CG,0.0085,14CG,NA,CULT,"HH, HB",Early Archaic,BT,0,f
20,62,Assemblage,62_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,62,Assemblage,Ripplemead Quarry,,VA,GILES,,MAG,2/3/91 0:00,,,QA,OAKVALE,7.5,NA,37.15,-80.52,,USNM,NA,37.25,-80.86666667,,CV,FS,,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,EMHO,HOLO,1,BRUN,,NA,0.007,7000,mid-Holocene,BIOS,0.01,BIOS,NA,PALEO,RR,,,0,f
15,47,Zone III,47_Zone III,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,47,Zone III,Graham Cave,,MO,MONTGOMERY,,MAG,1/30/91 0:00,,,E,MONTGOMERY CITY,7.5,NA,38.54,-91.34,,,NA,38.9,-91.56666667,,CV,RS,,Y,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,EMHO,HOLO,1,BRUN,,NA,0.00736,7360,mid-Holocene,14CG,0.00883,14CG,NA,CULT,HH,Archaic,,0,f
354,"2,576.00",Horizon 7,2576_Horizon 7,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2576,Horizon 7,Rodgers Shelter,,MO,BENTON,23BE125,MAG,11/21/92 0:00,3/4/02 0:00,MNI/NISP available but not entered at this time.,E,FRISTOE,15,NA,38.52,-93.21,,ISM,NA,38.08333333,-93.35,TOTL,CV,RS,AL,,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,MHOL,HOLO,1,BRUN,,NA,0.0075,7500,mid-Holocene,CULT,0.0081,CULT,NA,CULT,HH,Middle Archaic; Early Archaic,BN,0,f
16,47,Zone IV,47_Zone IV,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,47,Zone IV,Graham Cave,,MO,MONTGOMERY,,MAG,1/30/91 0:00,,,E,MONTGOMERY CITY,7.5,NA,38.54,-91.34,,,NA,38.9,-91.56666667,,CV,RS,,N,,,,NA,NA,HOLO,NA,NA,QUAT,HOLO,EHOL,HOLO,1,BRUN,,NA,0.0079,7900,mid-Holocene,14CG,0.0097,14CG,NA,CULT,HH,Archaic,,0,f
387,"2,800.00",Stratum 12/13,2800_Stratum 12/13,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2800,Stratum 12/13,Modoc Rock Shelter,,IL,RANDOLPH,11RA501,MAG,1/25/93 0:00,,,E,PRAIRIE DU ROCHER,7.5,NA,38.345,-90.0351,,ISM,NA,38.05,-90.05,CRSE,CV,RS,,,,,,NA,NA,EHOL,NA,NA,QUAT,HOLO,EHOL,HOLO,1,BRUN,,NA,0.008,8000,mid-Holocene,14CG,0.00824,14CG,NA,CULT,HH,Early Archaic,HB,0,f
355,"2,576.00",Horizon 8,2576_Horizon 8,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,2576,Horizon 8,Rodgers Shelter,,MO,BENTON,23BE125,MAG,11/21/92 0:00,3/4/02 0:00,MNI/NISP available but not entered at this time.,E,FRISTOE,15,NA,38.52,-93.21,,ISM,NA,38.08333333,-93.35,TOTL,CV,RS,AL,,,,,NA,NA,EHOL,NA,NA,QUAT,HOLO,EHOL,HOLO,1,BRUN,,NA,0.0081,8100,mid-Holocene,CULT,0.0086,CULT,NA,CULT,HH,Early Archaic,BN,0,f
388,"2,800.00",Stratum 14,2800_Stratum 14,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,2,NA, ,NA,NA,NA, ,0,0,2800,Stratum 14,Modoc Rock Shelter,,IL,RANDOLPH,11RA501,MAG,1/25/93 0:00,,,E,PRAIRIE DU ROCHER,7.5,NA,38.345,-90.0351,,ISM,NA,38.05,-90.05,CRSE,CV,RS,,,,,,NA,NA,EHOL,NA,NA,QUAT,HOLO,EHOL,HOLO,1,BRUN,,NA,0.00824,8240,mid-Holocene,14CG,0.00835,14CG,NA,CULT,HH,Early Archaic,HB,0,f
225,"1,617.00","Thirteen-Meter Ledge, Zone B","1617_Thirteen-Meter Ledge, Zone B",Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,1617,"Thirteen-Meter Ledge, Zone B",Warm Mineral Spring,,FL,SARASOTA,8SO19,MKR,6/19/92 0:00,7/7/92 0:00,,QP,MURDOCK,7.5,NA,27,-82.07,,FSM,NA,27,-82.11666667,SASC,CV,SH,PT,P,,,,NA,NA,WIHO,NA,NA,QUAT,HOPL,EHLG,,1,BRUN,,NA,0.0085,8500,early-Holocene,14CG,0.011,14CG,NA,CULT,"HH, WH, NA",Paleoindian; Early Archaic,W0,0,f
389,"2,800.00","Stratum 25,30/31","2800_Stratum 25,30/31",Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,2,NA, ,NA,NA,NA, ,0,0,2800,"Stratum 25,30/31",Modoc Rock Shelter,,IL,RANDOLPH,11RA501,MAG,1/25/93 0:00,,,E,PRAIRIE DU ROCHER,7.5,NA,38.345,-90.0351,,ISM,NA,38.05,-90.05,CRSE,CV,RS,,,,,,NA,NA,EHOL,NA,NA,QUAT,HOLO,EHOL,HOLO,1,BRUN,,NA,0.00853,8530,early-Holocene,14CG,0.00853,14CG,NA,CULT,HH,Early Archaic,HB,0,f
390,"2,800.00",Stratum 28,2800_Stratum 28,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,3,NA, ,NA,NA,NA, ,0,0,2800,Stratum 28,Modoc Rock Shelter,,IL,RANDOLPH,11RA501,MAG,1/25/93 0:00,,,E,PRAIRIE DU ROCHER,7.5,NA,38.345,-90.0351,,ISM,NA,38.05,-90.05,CRSE,CV,RS,,,,,,NA,NA,EHOL,NA,NA,QUAT,HOLO,EHOL,HOLO,1,BRUN,,NA,0.00853,8530,early-Holocene,14CG,0.00853,14CG,NA,CULT,HH,Early Archaic,HB,0,f
363,"2,592.00",Dalton Complex,2592_Dalton Complex,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,1,NA, ,NA,NA,NA, ,0,0,2592,Dalton Complex,Stanfield-Worley,,AL,COLBERT,1CT125,MAG,1/15/93 0:00,,,E,BARTON,7.5,NA,34.39,-87.53,198,,NA,34.65,-87.88333333,CRSE,CV,RS,OD,,,,,NA,NA,EHOL,NA,NA,QUAT,HOLO,EHOL,HOLO,1,BRUN,,NA,0.00892,8920,early-Holocene,14CG,0.00964,14CG,NA,CULT,HH,Dalton,,0,f
52,162,Golundrina Hearth,162_Golundrina Hearth,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,NA,NA,NA, ,NA,NA,NA, ,0,0,162,Golundrina Hearth,Baker Cave,,TX,VAL VERDE,41VV213,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.59,-101.06,,,NA,29.98333333,-101.1,MESE,CV,RS,,N,,,,NA,NA,EHOL,NA,NA,QUAT,HOLO,EHOL,HOLO,1,BRUN,,NA,0.00902,9020,early-Holocene,14CG,0.00918,14CG,NA,CULT,HH,Golundrina,,0,f
65,164,Analysis Unit 8,164_Analysis Unit 8,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,2,2,NA, ,NA,NA,NA, ,0,0,164,Analysis Unit 8,Hinds Cave,,TX,VAL VERDE,41VV456,MAG,5/5/91 0:00,,,E,STILL CANYON,7.5,NA,29.5329,-101.2624,,TAM,NA,29.88333333,-101.4333333,FINE,CV,RS,BS,N,,,,NA,NA,EHOL,NA,NA,QUAT,HOLO,EHOL,HOLO,1,BRUN,,NA,0.00912,9120,early-Holocene,14CG,0.01,CULT,NA,CULT,"HH, RR",Early Archaic; Paleoindian,"BN, SM",0,f
9,36,Assemblage,36_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,2,NA, ,NA,NA,NA, ,0,0,36,Assemblage,Brynjulfson Cave #1,,MO,BOONE,,MAG,1/31/91 0:00,12/18/01 0:00,,E,COLUMBIA,625,NA,38.5107,-92.165,,ISM,NA,38.85,-92.26666667,CRSE,CV,HZ,FL,Y,,,,NA,NA,WIHO,NA,NA,QUAT,HOPL,WIHO,,2-Jan,BRUN,,NA,0.00944,9440,early-Holocene,14CG,0.0346,14CG,NA,CULT,"CD, DN, HH, RR",,,0,f
6,33,Armadillo Pit (II),33_Armadillo Pit (II),Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,4,NA,NA, ,NA,NA,NA, ,0,0,33,Armadillo Pit (II),Robinson Cave,,TN,OVERTON,,MAG,1/22/91 0:00,,,E,OKALONA,7.5,NA,36.1725,-85.2225,360,CMNH,NA,36.28333333,-85.36666667,,CV,HZ,BD,N,,,,NA,NA,LWSC,NA,NA,QUAT,LPLE,LWSC,RANC,2-Jan,BRUN,,NA,0.01,10000,early-Holocene,STRA,0.035,STRA,NA,PALEO,"RR, TR",,,0,f
7,33,Young Brothers Room (I),33_Young Brothers Room (I),Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,1,NA,NA, ,NA,NA,NA, ,0,0,33,Young Brothers Room (I),Robinson Cave,,TN,OVERTON,,MAG,1/22/91 0:00,,,E,OKALONA,7.5,NA,36.1725,-85.2225,360,CMNH,NA,36.28333333,-85.36666667,,CV,HZ,,N,,,,NA,NA,LWSC,NA,NA,QUAT,LPLE,LWSC,RANC,2-Jan,BRUN,,NA,0.01,10000,early-Holocene,STRA,0.035,STRA,NA,PALEO,RR,,,0,f
8,34,Assemblage,34_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,34,Assemblage,Ladd's Quarry,,GA,BARTOW,,,1/22/91 0:00,11/6/00 0:00,Added C14 Dates,E,CENTERSVILLE,7.5,NA,34.9,-84.5,330,USNM,NA,34.15,-84.83333333,SASC,CV,FS,,Y,,,,NA,NA,LWSC,NA,NA,QUAT,LPLE,LWSC,RANC,2-Jan,BRUN,,NA,0.01,10000,early-Holocene,14CA,0.035,14CA,NA,PALEO,,,,0,f
10,38,Assemblage,38_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA,Listed as U.c. townsendi,0,0,38,Assemblage,Potter Creek Cave,,CA,SHASTA,"53,571,055",MAG,2/2/91 0:00,,,E,O'BRIEN,7.5,NA,40.4702,-122.1651,454,UCMP/LACM,NA,40.78333333,-122.2666667,,CV,FS,FL,N,,,,NA,NA,WISC,NA,NA,QUAT,LPLE,WISC,RANC,5-Jan,BRUN,,NA,0.01,10000,early-Holocene,BIOS,0.11,BIOS,NA,PALEO,DN,,,0,f
11,39,Chamber 2,39_Chamber 2,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,39,Chamber 2,Samwell Cave,,CA,SHASTA,"1008,1009,",MAG,2/1/91 0:00,,"other site nos. 1057,65217",E,BOLLIBOKKA MOUNTAIN,7.5,NA,40.55,-122.1417,455,UCMP,NA,40.91666667,-122.2333333,,CV,HZ,FL,N,,,,NA,NA,WISC,NA,NA,QUAT,LPLE,WISC,RANC,5-Jan,BRUN,,NA,0.01,10000,early-Holocene,BIOS,0.11,BIOS,NA,PALEO,CD,,RG,0,f
111,725,Assemblage,725_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,725,Assemblage,Zesch Cave,,TX,MASON,,MAG,12/12/91 0:00,10/18/00 0:00,E.L.L. to send updated faunal list. Faunal List has been updated,E,Turtle Creek,7.5,NA,30.42,-99.15,,TMM,NA,30.75,-99.25,FINE,CV,HZ,TC,,,,,NA,NA,LWSC,NA,NA,QUAT,LPLE,LWSC,RANC,2-Jan,BRUN,,NA,0.01,10000,early-Holocene,BIOS,0.035,BIOS,NA,PALEO,"CD, DN",,RG,0,f
112,727,Large Mammal Assemblage,727_Large Mammal Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,727,Large Mammal Assemblage,Friesenhahn Cave,,TX,BEXAR,,MAG,12/12/91 0:00,,Megafauna needs to be added,QP,BULVERDE,7.5,NA,29.37,-98.22,,TMM,NA,29.61666667,-98.36666667,,CV,,,,,,,NA,NA,LWSC,NA,NA,QUAT,LPLE,GLAC,RANC,2-Jan,BRUN,,NA,0.01,10000,early-Holocene,STRA,0.02,STRA,NA,PALEO,,,,0,f
188,"1,334.00",Assemblage,1334_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,CF,1,5,NA, ,NA,NA,NA, ,0,0,1334,Assemblage,La Mirada,Coyote Creek,CA,LOS ANGELES,LACM 6689,RFS,9/26/91 0:00,,,QP,LA HABRA,7.5,NA,33.52,-117.52,80,LACM,NA,33.86666667,-117.8666667,SASC,FL,AR,CH,P,,,,NA,NA,LWSC,NA,NA,QUAT,LPLE,LATE,RANC,1,BRUN,,NA,0.01,10000,early-Holocene,14CG,0.015,STRA,NA,PALEO,DP,,,0,f
196,"1,356.00",Assemblage,1356_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,1356,Assemblage,Kokoweef Cave,,CA,SAN BERNARDINO,SBC1.11.13,RFS,11/14/91 0:00,,,E,JOSHUA,7.5,NA,35.25,-115.3,1770,SBCM,NA,35.41666667,-115.5,FINE,CV,HZ,BD,P,,,,NA,NA,LWSC,NA,NA,QUAT,LPLE,GLAC,RANC,2-Jan,BRUN,,NA,0.01,10000,early-Holocene,14CG,0.02,STRA,NA,PALEO,"NA, RR, CD, PR",,,0,f
200,"1,373.00",Assemblage,1373_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,1373,Assemblage,Maricopa,Maricopa Brea,CA,KERN,LACM 6731,RFS,11/20/91 0:00,,,QA,MARICOPA,7.5,NA,35,-119.22,305,LACM/BYU/SBCM,NA,35,-119.3666667,SASC,FL,FM,AS,P,,,,NA,NA,LWSC,NA,NA,QUAT,LPLE,LWSC,RANC,3-Jan,BRUN,,NA,0.01,10000,early-Holocene,BIOS,0.04,STRA,NA,PALEO,"NA, TR",,W0,0,f
203,"1,399.00",Assemblage,1399_Assemblage,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,1399,Assemblage,Carpinteria,,CA,SANTA BARBARA,LACM 139,RFS,11/26/91 0:00,,Location from TAXIR Printout,E,CARPENTERIA,7.5,NA,34.2309,-119.3018,,LACM/UCMP,NA,34.38333333,-119.5,SASC,FL,FM,AS,P,,,,NA,NA,WISC,NA,NA,QUAT,LPLE,WISC,RANC,3-Jan,BRUN,,NA,0.01,10000,early-Holocene,BIOS,0.04,STRA,NA,PALEO,"NA, TR",,,0,f
218,"1,562.00",Chamber 3,1562_Chamber 3,Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus, ,NA,NA,NA, ,NA,NA,NA, ,0,0,1562,Chamber 3,Devil's Den,,FL,LEVY,,MKR,6/10/92 0:00,6/18/93 0:00,Age brackets revised by Webb (pers. comm.),QA,WILLISTON,7.5,NA,29.22,-82.22,24,FSM,NA,29.36666667,-82.36666667,SASC,CV,SH,LC,,,,,NA,NA,LWSC,NA,NA,QUAT,LPLE,LATE,RANC,2-Jan,BRUN,,NA,0.01,10000,early-Holocene,STRA,0.015,STRA,NA,PALEO,"TR, WH",,,0,f
