spec,longitude,latitude
Urocyon cinereoargenteus,-101.2566666667,20.0930555556
Urocyon cinereoargenteus,-101.0402954744,20.670202528
Urocyon cinereoargenteus,-107.5490926428,33.1755595887
Urocyon cinereoargenteus,-80.3955700537,26.066742672
Urocyon cinereoargenteus,-72.9202113992,41.317523523
Urocyon cinereoargenteus,-77.0472195,34.65905833
Urocyon cinereoargenteus,-98.1420026962,26.1979318013
Urocyon cinereoargenteus,-100.3550426953,25.6076423152
Urocyon cinereoargenteus,-78.7828654424,35.7177425692
Urocyon cinereoargenteus,-104.0740455293,20.2292873396
Urocyon cinereoargenteus,-103.7988133729,34.4342549614
Urocyon cinereoargenteus,-101.5925851464,21.8672673115
Urocyon cinereoargenteus,-80.1125248779,35.9918673763
Urocyon cinereoargenteus,-122.9935662688,45.6822984318
Urocyon cinereoargenteus,-100.5000171535,21.2666206157
Urocyon cinereoargenteus,-103.6491421554,30.3649522214
Urocyon cinereoargenteus,-105.2088402843,21.0375401998
Urocyon cinereoargenteus,-69.5393666667,44.0335527778
Urocyon cinereoargenteus,-105.94875333,32.97907
Urocyon cinereoargenteus,-112.1603668574,34.7241267851
Urocyon cinereoargenteus,-102.7278666571,25.2008779543
Urocyon cinereoargenteus,-122.7054058159,40.9891982576
Urocyon cinereoargenteus,-104.0279497864,30.3114306572
Urocyon cinereoargenteus,-99.5242726113,30.0890423734
Urocyon cinereoargenteus,-84.0717148082,36.9564831778
Urocyon cinereoargenteus,-98.8551556358,28.4301201033
Urocyon cinereoargenteus,-91.8367220375,17.5378776757
Urocyon cinereoargenteus,-71.1471142621,43.9166629455
Urocyon cinereoargenteus,-110.5192117766,36.7418253101
Urocyon cinereoargenteus,-123.632035572,39.7363780324
Urocyon cinereoargenteus,-91.5950932726,35.6994034088
Urocyon cinereoargenteus,-87.2884085,20.7526181944
Urocyon cinereoargenteus,-71.8758526833,41.3564780628
Urocyon cinereoargenteus,-103.4670814499,21.0531546861
Urocyon cinereoargenteus,-100.4930012528,28.7503906003
Urocyon cinereoargenteus,-120.9861051802,40.4569224995
Urocyon cinereoargenteus,-97.1399116516,18.8268539645
Urocyon cinereoargenteus,-87.4091678381,46.5936811562
Urocyon cinereoargenteus,-78.7539036126,38.4089670864
Urocyon cinereoargenteus,-112.9501771,27.5344714
Urocyon cinereoargenteus,-76.7539482471,37.3013930116
Urocyon cinereoargenteus,-98.4285966667,30.5629366667
Urocyon cinereoargenteus,-118.77105833,36.44263333
Urocyon cinereoargenteus,-104.3890815172,30.7786238109
Urocyon cinereoargenteus,-82.08221383,39.60478333
Urocyon cinereoargenteus,-104.0533372271,21.0859817971
Urocyon cinereoargenteus,-91.0821114153,38.5005108315
Urocyon cinereoargenteus,-99.812117,26.7945269722
Urocyon cinereoargenteus,-77.2294221818,39.8108176846
